 STATE COUNTY                    COUNTY_SEA                ZIP_CODE
 OK    CANADIAN                  EL RENO                   73036
 OK    CARTER                    ARDMORE                   73401
 OK    CHEROKEE                  TAHLEQUAH                 74464
 OK    CHOCTAW                   HUGO                      74743
 OK    CIMARRON                  BOISE CITY                73933
 OK    CLEVELAND                 NORMAN                    73069
 OK    COAL                      COALGATE                  74538
 OK    COMANCHE                  LAWTON                    73501
 OK    COTTON                    WALTERS                   73572
 OK    CRAIG                     VINITA                    74301
 OK    CREEK                     SAPULPA                   74066
 OK    CUSTER                    ARAPAHO                   73620
 OK    DELAWARE                  JAY                       74346
 OK    DEWEY                     TALOGA                    73667
 OK    ELLIS                     ARNETT                    73832
 OK    GARFIELD                  ENID                      73701
 OK    GARVIN                    PAULS VALLEY              73075
 OK    GRADY                     CHICKASHA                 73018
 OK    GRANT                     MEDFORD                   73759
 OK    GREER                     MANGUM                    73554
 OK    HARMON                    HOLLIS                    73550
 OK    HARPER                    BUFFALO                   73834
 OK    HASKELL                   STIGLER                   74462
 OK    HUGHES                    HOLDENVILLE               74848
 OK    JACKSON                   ALTUS                     73521
 OK    JEFFERSON                 WAURIKA                   73573
 OK    JOHNSTON                  TISHOMINGO                73460
 OK    KAY                       NEWKIRK                   74647
 OK    KINGFISHER                KINGFISHER                73750
 OK    KIOWA                     HOBART                    73651
 OK    LATIMER                   WILBURTON                 74578
 OK    LE FLORE                  POTEAU                    74953
 OK    LINCOLN                   CHANDLER                  74834
 OK    LOGAN                     GUTHRIE                   73044
 OK    LOVE                      MARIETTA                  73448
 OK    MAJOR                     FAIRVIEW                  73737
 OK    MARSHALL                  MADILL                    73446
 OK    MAYES                     PRYOR                     74361
 OK    MC CLAIN                  PURCELL                   73080
 OK    MC CURTAIN                IDABEL                    74745
 OK    MC INTOSH                 EUFAULA                   74432
 OK    MURRAY                    SULPHUR                   73086
 OK    MUSKOGEE                  MUSKOGEE                  74401
 OK    NOBLE                     PERRY                     73077
 OK    NOWATA                    NOWATA                    74048
 OK    OKFUSKEE                  OKEMAH                    74859
 OK    OKLAHOMA                  OKLAHOMA CITY             73100
 OK    OKMULGEE                  OKMULGEE                  74447
 OK    OSAGE                     PAWHUSKA                  74056
 OK    OTTAWA                    MIAMI                     74354
 OK    PAWNEE                    PAWNEE                    74058
 OK    PAYNE                     STILLWATER                74074
 OK    PITTSBURG                 MC ALESTER                74501
 OK    PONTOTOC                  ADA                       74820
 OK    POTTAWATOMIE              SHAWNEE                   74801
 OK    PUSHMATAHA                ANTLERS                   74523
 OK    ROGER MILLS               CHEYENNE                  73628
 OK    ROGERS                    CLAREMORE                 74017
 OK    SEMINOLE                  WEWOKA                    74884
 OK    SEQUOYAH                  SALLISAW                  74955
 OK    STEPHENS                  DUNCAN                    73533
 OK    TEXAS                     GUYMON                    73942
 OK    TILLMAN                   FREDERICK                 73542
 OK    TULSA                     TULSA                     74100
 OK    WAGONER                   WAGONER                   74467
 OK    WASHINGTON                BARTLESVILLE              74003
 OK    WASHITA                   CORDELL                   73632
 OK    WOODS                     ALVA                      73717
 OK    WOODWARD                  WOODWARD                  73801
 OR    BAKER                     BAKER                     97814
 OR    BENTON                    CORVALLIS                 97330
 OR    CLACKAMAS                 OREGON CITY               97045
 OR    CLATSOP                   ASTORIA                   97103
 OR    COLUMBIA                  SAINT HELENS              97051
 OR    COOS                      COQUILLE                  97423
 OR    CROOK                     PRINEVILLE                97754
 OR    CURRY                     GOLD BEACH                97444
 OR    DESCHUTES                 BEND                      97701
 OR    DOUGLAS                   ROSEBURG                  97470
 OR    GILLIAM                   CONDON                    97823
